"NDC Description",NDC,"NADAC Per Unit","Effective Date","Pricing Unit","Pharmacy Type Indicator",OTC,"Explanation Code","Classification for Rate Setting","Corresponding Generic Drug NADAC Per Unit","Corresponding Generic Drug Effective Date","As of Date"
"KETOROLAC 60 MG/2 ML VIAL",68462075725,0.50862,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"KETOROLAC 60 MG/2 ML VIAL",70512084425,0.50862,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"KETOROLAC 60 MG/2 ML VIAL",72266011925,0.50862,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"KETOROLAC 60 MG/2 ML VIAL",72603017225,0.50862,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"KETOTIFEN 0.025% (0.035%) DROP",72485061710,1.31833,04/22/2026,ML,C/I,Y,"1, 5",G,,,04/29/2026
"KETOTIFEN 0.025% (0.035%) DROP",76385010617,1.31833,04/22/2026,ML,C/I,Y,"1, 5",G,,,04/29/2026
"KEVZARA 200 MG/1.14 ML PEN INJ",00024592201,2079.82002,01/01/2026,ML,C/I,N,"2, 5",B,,,04/29/2026
"KEVZARA 200 MG/1.14 ML SYRINGE",00024591001,2066.48209,01/01/2026,ML,C/I,N,"4, 5",B,,,04/29/2026
"KIONEX 15 GM/60 ML SUSPENSION",62559035601,0.33023,04/22/2026,ML,C/I,N,"1, 5, 6",B-ANDA,,,04/29/2026
"KISQALI 400 MG DAILY DOSE",00078086714,346.93837,04/22/2026,EA,C/I,N,1,B,,,04/29/2026
"KISQALI 400 MG DAILY DOSE",00078086742,346.93837,04/22/2026,EA,C/I,N,1,B,,,04/29/2026
"KISQALI 400 MG DAILY DOSE",00078089514,346.93837,04/22/2026,EA,C/I,N,1,B,,,04/29/2026
"KISQALI 600 MG DAILY DOSE",00078087421,289.71673,04/22/2026,EA,C/I,N,1,B,,,04/29/2026
"KISQALI 600 MG DAILY DOSE",00078087463,289.71673,04/22/2026,EA,C/I,N,1,B,,,04/29/2026
"KISQALI 600 MG DAILY DOSE",00078090221,289.71673,04/22/2026,EA,C/I,N,1,B,,,04/29/2026
"KLAYESTA 100,000 UNIT/GM POWD",42806018660,0.27298,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"KLAYESTA 100,000 UNIT/GM POWD",42806018630,0.31283,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"KLAYESTA 100,000 UNIT/GM POWD",42806018615,0.44258,04/22/2026,GM,C/I,N,"1, 5",G,,,04/29/2026
"KLONOPIN 0.5 MG TABLET",61269060510,2.67965,04/01/2026,EA,C/I,N,2,B,0.02003,04/22/2026,04/29/2026
"KLONOPIN 1 MG TABLET",61269061010,3.06372,04/01/2026,EA,C/I,N,2,B,0.02488,04/22/2026,04/29/2026
"KLONOPIN 2 MG TABLET",61269062010,4.26033,04/01/2026,EA,C/I,N,2,B,0.03881,04/22/2026,04/29/2026
"KLOR-CON 10 MEQ TABLET",00245083611,0.10927,02/04/2026,EA,C/I,N,"4, 6",B-ANDA,0.08864,04/22/2026,04/29/2026
"KLOR-CON 10 MEQ TABLET",00245083615,0.10927,04/08/2026,EA,C/I,N,"4, 6",B-ANDA,0.08864,04/22/2026,04/29/2026
"KLOR-CON 10 MEQ TABLET",00245531601,0.10927,11/19/2025,EA,C/I,N,"4, 6",B,0.08864,04/22/2026,04/29/2026
"KLOR-CON 10 MEQ TABLET",00245531611,0.10927,11/19/2025,EA,C/I,N,"4, 6",B,0.08864,04/22/2026,04/29/2026
"KLOR-CON 10 MEQ TABLET",00245531615,0.10927,11/19/2025,EA,C/I,N,"4, 6",B,0.08864,04/22/2026,04/29/2026
"KLOR-CON 10 MEQ TABLET",00245531689,0.10927,11/19/2025,EA,C/I,N,"4, 6",B,0.08864,04/22/2026,04/29/2026
"KLOR-CON 20 MEQ PACKET",00245036001,0.59537,04/22/2026,EA,C/I,N,"1, 6",B-ANDA,0.61211,04/22/2026,04/29/2026
"KLOR-CON 20 MEQ PACKET",00245036030,0.59537,04/22/2026,EA,C/I,N,"1, 6",B-ANDA,0.61211,04/22/2026,04/29/2026
"KLOR-CON 20 MEQ PACKET",00245036089,0.59537,04/22/2026,EA,C/I,N,"1, 6",B-ANDA,0.61211,04/22/2026,04/29/2026
"KLOR-CON 8 MEQ TABLET",00245083515,0.12323,04/08/2026,EA,C/I,N,"4, 6",B-ANDA,0.11957,04/22/2026,04/29/2026
"KLOR-CON 8 MEQ TABLET",00245531501,0.12323,02/18/2026,EA,C/I,N,"4, 6",B,0.11957,04/22/2026,04/29/2026
"KLOR-CON 8 MEQ TABLET",00245531511,0.12323,02/18/2026,EA,C/I,N,"4, 6",B,0.11957,04/22/2026,04/29/2026
"KLOR-CON 8 MEQ TABLET",00245531515,0.12323,02/18/2026,EA,C/I,N,"4, 6",B,0.11957,04/22/2026,04/29/2026
"KLOR-CON 8 MEQ TABLET",00245531589,0.12323,02/18/2026,EA,C/I,N,"4, 6",B,0.11957,04/22/2026,04/29/2026
"KLOR-CON M10 TABLET",00245531701,0.11632,04/22/2026,EA,C/I,N,"1, 6",B-ANDA,0.13386,04/22/2026,04/29/2026
"KLOR-CON M10 TABLET",00245531710,0.11632,04/22/2026,EA,C/I,N,"1, 6",B-ANDA,0.13386,04/22/2026,04/29/2026
"KLOR-CON M10 TABLET",00245531711,0.11632,04/22/2026,EA,C/I,N,"1, 6",B-ANDA,0.13386,04/22/2026,04/29/2026
"KLOR-CON M10 TABLET",00245531789,0.11632,04/22/2026,EA,C/I,N,"1, 6",B-ANDA,0.13386,04/22/2026,04/29/2026
"KLOR-CON M10 TABLET",00245531790,0.11632,04/22/2026,EA,C/I,N,"1, 6",B-ANDA,0.13386,04/22/2026,04/29/2026
"KLOR-CON M15 TABLET",00245531801,0.48957,04/22/2026,EA,C/I,N,"1, 6",B-ANDA,,,04/29/2026
"KLOR-CON M15 TABLET",00245531811,0.48957,04/22/2026,EA,C/I,N,"1, 6",B-ANDA,,,04/29/2026
"KLOR-CON M15 TABLET",00245531889,0.48957,04/22/2026,EA,C/I,N,"1, 6",B-ANDA,,,04/29/2026
"KLOR-CON M20 TABLET",00245531901,0.13765,04/22/2026,EA,C/I,N,"1, 6",B-ANDA,0.13796,04/22/2026,04/29/2026
"KLOR-CON M20 TABLET",00245531910,0.13765,04/22/2026,EA,C/I,N,"1, 6",B-ANDA,0.13796,04/22/2026,04/29/2026
"KLOR-CON M20 TABLET",00245531911,0.13765,04/22/2026,EA,C/I,N,"1, 6",B-ANDA,0.13796,04/22/2026,04/29/2026
"KLOR-CON M20 TABLET",00245531915,0.13765,04/22/2026,EA,C/I,N,"1, 6",B-ANDA,0.13796,04/22/2026,04/29/2026
"KLOR-CON M20 TABLET",00245531989,0.13765,04/22/2026,EA,C/I,N,"1, 6",B-ANDA,0.13796,04/22/2026,04/29/2026
"KLOR-CON M20 TABLET",00245531990,0.13765,04/22/2026,EA,C/I,N,"1, 6",B-ANDA,0.13796,04/22/2026,04/29/2026
"KLOR-CON-EF 25 MEQ TAB EFF",00245532601,0.85942,11/19/2025,EA,C/I,N,"4, 6",B,,,04/29/2026
"KLOR-CON-EF 25 MEQ TAB EFF",00245532630,0.85942,11/19/2025,EA,C/I,N,"4, 6",B,,,04/29/2026
"KLOR-CON-EF 25 MEQ TAB EFF",00245532689,0.85942,11/19/2025,EA,C/I,N,"4, 6",B,,,04/29/2026
"KLOXXADO 8 MG NASAL SPRAY",59467067901,59.74938,04/22/2026,EA,C/I,N,"1, 5",B,,,04/29/2026
"KONVOMEP 2-84 MG/ML ORAL SUSP",65628027010,1.24762,01/01/2026,ML,C/I,N,"2, 5",B,,,04/29/2026
"KONVOMEP 2-84 MG/ML ORAL SUSP",65628027210,1.24762,01/01/2026,ML,C/I,N,"2, 5",B,,,04/29/2026
"KONVOMEP 2-84 MG/ML ORAL SUSP",65628027005,1.78887,01/01/2026,ML,C/I,N,"2, 5",B,,,04/29/2026
"KONVOMEP 2-84 MG/ML ORAL SUSP",65628027205,1.78887,01/01/2026,ML,C/I,N,"2, 5",B,,,04/29/2026
"KONVOMEP 2-84 MG/ML ORAL SUSP",65628027003,2.08754,01/01/2026,ML,C/I,N,"2, 5",B,,,04/29/2026
"KONVOMEP 2-84 MG/ML ORAL SUSP",65628027203,2.08754,01/01/2026,ML,C/I,N,"2, 5",B,,,04/29/2026
"KRISTALOSE 10 GM PACKET",66220071901,9.63032,01/01/2026,EA,C/I,N,"2, 6",B-ANDA,7.66057,04/22/2026,04/29/2026
"KRISTALOSE 10 GM PACKET",66220071930,9.63032,01/01/2026,EA,C/I,N,"2, 6",B-ANDA,7.66057,04/22/2026,04/29/2026
"KRISTALOSE 20 GM PACKET",66220072901,9.97702,01/01/2026,EA,C/I,N,"2, 6",B-ANDA,7.76433,04/22/2026,04/29/2026
"KRISTALOSE 20 GM PACKET",66220072930,9.97702,01/01/2026,EA,C/I,N,"2, 6",B-ANDA,7.76433,04/22/2026,04/29/2026
"KURVELO-28 TABLET",68180084471,0.11738,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"KURVELO-28 TABLET",68180084473,0.11738,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 100 MG TABLET",00591060501,0.08184,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 100 MG TABLET",00591060505,0.08184,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 100 MG TABLET",00904745161,0.08184,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 100 MG TABLET",23155072301,0.08184,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 100 MG TABLET",23155072305,0.08184,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 100 MG TABLET",49884012201,0.08184,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 100 MG TABLET",49884012205,0.08184,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 100 MG TABLET",58657060201,0.08184,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 100 MG TABLET",58657060250,0.08184,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 100 MG TABLET",58657090601,0.08184,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 100 MG TABLET",60687043901,0.08184,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 100 MG TABLET",60687043911,0.08184,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 100 MG TABLET",62135079160,0.08184,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 100 MG TABLET",68001038100,0.08184,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 100 MG TABLET",68001038103,0.08184,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 100 MG TABLET",68382079801,0.08184,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 100 MG TABLET",68382079805,0.08184,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 100 MG TABLET",70377006012,0.08184,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 100 MG TABLET",70377006013,0.08184,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 100 MG TABLET",71930003512,0.08184,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 100 MG TABLET",71930003552,0.08184,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 100 MG TABLET",72888012001,0.08184,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 100 MG TABLET",72888012005,0.08184,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 100 MG/20 ML VL",00143932001,0.23540,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"LABETALOL HCL 100 MG/20 ML VL",00143962201,0.23540,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"LABETALOL HCL 100 MG/20 ML VL",00409012501,0.23540,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"LABETALOL HCL 100 MG/20 ML VL",25021031720,0.23540,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"LABETALOL HCL 100 MG/20 ML VL",36000032201,0.23540,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"LABETALOL HCL 100 MG/20 ML VL",36000032202,0.23540,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"LABETALOL HCL 100 MG/20 ML VL",65145012401,0.23540,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"LABETALOL HCL 100 MG/20 ML VL",72266010201,0.23540,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"LABETALOL HCL 100 MG/20 ML VL",72572035001,0.23540,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"LABETALOL HCL 100 MG/20 ML VL",72603014601,0.23540,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"LABETALOL HCL 200 MG TABLET",00591060601,0.14258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 200 MG TABLET",00904745261,0.14258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 200 MG TABLET",23155072401,0.14258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 200 MG TABLET",23155072405,0.14258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 200 MG TABLET",49884012301,0.14258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 200 MG TABLET",49884012305,0.14258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 200 MG TABLET",58657060301,0.14258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 200 MG TABLET",58657060350,0.14258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 200 MG TABLET",58657090701,0.14258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 200 MG TABLET",60687045001,0.14258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 200 MG TABLET",60687045011,0.14258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 200 MG TABLET",62135079260,0.14258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 200 MG TABLET",68001038200,0.14258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 200 MG TABLET",68001038203,0.14258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 200 MG TABLET",68382079901,0.14258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 200 MG TABLET",68382079905,0.14258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 200 MG TABLET",70377006112,0.14258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 200 MG TABLET",70377006113,0.14258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 200 MG TABLET",71930003612,0.14258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 200 MG TABLET",71930003652,0.14258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 200 MG TABLET",72888012101,0.14258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 200 MG TABLET",72888012105,0.14258,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 300 MG TABLET",00591060701,0.20453,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 300 MG TABLET",00904745361,0.20453,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 300 MG TABLET",23155072501,0.20453,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 300 MG TABLET",23155072505,0.20453,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 300 MG TABLET",49884012401,0.20453,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 300 MG TABLET",49884012405,0.20453,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 300 MG TABLET",58657060401,0.20453,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 300 MG TABLET",58657060450,0.20453,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 300 MG TABLET",58657090801,0.20453,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 300 MG TABLET",60687046101,0.20453,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 300 MG TABLET",60687046111,0.20453,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 300 MG TABLET",62135080060,0.20453,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 300 MG TABLET",68001038300,0.20453,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 300 MG TABLET",68001038303,0.20453,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 300 MG TABLET",68382080001,0.20453,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 300 MG TABLET",68382080005,0.20453,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 300 MG TABLET",70377006212,0.20453,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 300 MG TABLET",70377006213,0.20453,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 300 MG TABLET",71930003712,0.20453,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 300 MG TABLET",71930003752,0.20453,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 300 MG TABLET",72888012201,0.20453,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 300 MG TABLET",72888012205,0.20453,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 300 MG TABLET",72888046801,0.20453,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LABETALOL HCL 400 MG TABLET",70377006311,1.46178,02/18/2026,EA,C/I,N,4,G,,,04/29/2026
"LABETALOL HCL 400 MG TABLET",70377006312,1.46178,02/18/2026,EA,C/I,N,4,G,,,04/29/2026
"LACOSAMIDE 10 MG/ML SOLUTION",31722062726,0.08829,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"LACOSAMIDE 10 MG/ML SOLUTION",59651001602,0.08829,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"LACOSAMIDE 10 MG/ML SOLUTION",60505040504,0.08829,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"LACOSAMIDE 10 MG/ML SOLUTION",67877073295,0.08829,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"LACOSAMIDE 10 MG/ML SOLUTION",68462094086,0.08829,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"LACOSAMIDE 10 MG/ML SOLUTION",69315031820,0.08829,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"LACOSAMIDE 10 MG/ML SOLUTION",70954048810,0.08829,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"LACOSAMIDE 10 MG/ML SOLUTION",72205003474,0.08829,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"LACOSAMIDE 10 MG/ML SOLUTION",72603030501,0.08829,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"LACOSAMIDE 10 MG/ML SOLUTION",69315031846,0.11984,01/21/2026,ML,C/I,N,"4, 5",G,,,04/29/2026
"LACOSAMIDE 100 MG TABLET",00904724568,0.17002,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 100 MG TABLET",16714054901,0.17002,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 100 MG TABLET",31722081360,0.17002,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 100 MG TABLET",33342030309,0.17002,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 100 MG TABLET",47335092286,0.17002,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 100 MG TABLET",50228019360,0.17002,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 100 MG TABLET",51991034905,0.17002,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 100 MG TABLET",51991034906,0.17002,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 100 MG TABLET",60687068711,0.17002,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 100 MG TABLET",60687068757,0.17002,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 100 MG TABLET",62332017260,0.17002,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 100 MG TABLET",65862074860,0.17002,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 100 MG TABLET",67877073460,0.17002,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 100 MG TABLET",68462067960,0.17002,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 100 MG TABLET",69367034960,0.17002,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 100 MG TABLET",71921022106,0.17002,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 150 MG TABLET",00904724668,0.21723,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 150 MG TABLET",16714055001,0.21723,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 150 MG TABLET",31722081460,0.21723,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 150 MG TABLET",33342030409,0.21723,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 150 MG TABLET",47335094386,0.21723,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 150 MG TABLET",50228019460,0.21723,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 150 MG TABLET",51991035005,0.21723,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 150 MG TABLET",51991035006,0.21723,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 150 MG TABLET",62332017360,0.21723,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 150 MG TABLET",65862074960,0.21723,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 150 MG TABLET",67877073560,0.21723,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 150 MG TABLET",68462068060,0.21723,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 150 MG TABLET",69367035060,0.21723,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 150 MG TABLET",71921022206,0.21723,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 200 MG TABLET",00904724768,0.28535,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 200 MG TABLET",16714055201,0.28535,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 200 MG TABLET",31722081560,0.28535,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 200 MG TABLET",33342030509,0.28535,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 200 MG TABLET",47335098086,0.28535,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 200 MG TABLET",50228019560,0.28535,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 200 MG TABLET",51991035105,0.28535,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 200 MG TABLET",51991035106,0.28535,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 200 MG TABLET",60687069811,0.28535,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 200 MG TABLET",60687069857,0.28535,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 200 MG TABLET",62332017460,0.28535,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 200 MG TABLET",65862075060,0.28535,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 200 MG TABLET",67877073660,0.28535,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 200 MG TABLET",68462068160,0.28535,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 200 MG TABLET",69367035160,0.28535,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 200 MG TABLET",71921022306,0.28535,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 200 MG/20 ML CUP",00121404895,0.08829,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"LACOSAMIDE 200 MG/20 ML CUP",60687084753,0.08829,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"LACOSAMIDE 200 MG/20 ML CUP",60687084782,0.08829,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"LACOSAMIDE 200 MG/20 ML CUP",81033042718,0.08829,04/29/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"LACOSAMIDE 50 MG TABLET",00904724468,0.10457,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 50 MG TABLET",16714054801,0.10457,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 50 MG TABLET",31722081260,0.10457,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 50 MG TABLET",33342030209,0.10457,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 50 MG TABLET",47335091886,0.10457,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 50 MG TABLET",50228019260,0.10457,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 50 MG TABLET",51991034805,0.10457,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 50 MG TABLET",51991034806,0.10457,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 50 MG TABLET",60687067611,0.10457,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 50 MG TABLET",60687067657,0.10457,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 50 MG TABLET",62332017160,0.10457,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 50 MG TABLET",65862074760,0.10457,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 50 MG TABLET",67877073360,0.10457,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 50 MG TABLET",68462067860,0.10457,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"LACOSAMIDE 50 MG TABLET",69367034860,0.10457,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
